Назва продукту,"Всього, уп",Адреса клієнта-одержувача,Область України
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-83 м. Ямпіль, вул. Сонячна, 17",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Вінницька обл., м.Шаргород, вул.Героїв Майдану 252 Б",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Вінницька обл., м.Шаргород, вул.Героїв Майдану 252 Б",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-73 смт Турбів, вул. Маяковського, 2",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Вінницька обл., Липовецький р-н, смт Турбів, вул.Миру, 56 	Аптека №1",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-142 м. Вінниця, вул. Келецкая, 122а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-40 м. Вінниця, вул. Хмельницьке шосе, 23",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м. Вінниця, вул. Хмельницьке шосе,108",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м. Вінниця, вул. Хмельницьке шосе,108",Вінницька
Беталок Зок таб. в/о 100мг №30,1,"м. Вінниця, вул. Келецька, 66",Вінницька
Брилінта таб. в/о 60мг №56 (14х4) бліст.,3,"м. Вінниця, вул. Келецька, 66",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Вінниця, вул.Келецька, 47 Д",Вінницька
Беталок Зок таб. в/о 25мг №14,1,"Ф-128, м. Вінниця, вул. Павла Алепського, 1-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-7 м.Вінниця, вул.Пирогова, 46",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-9 м. Вінниця, вул. Князів Коріатовичів, 184",Вінницька
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",1,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-21 м. Вінниця, вул. Миколаївська, 2",Вінницька
Крестор таб. в/о 10мг №28 (14х2) бліст.,3,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,5,"61001, м.Харків, вул.Юріївська,17",Харківська
Золадекс капс. 3.6мг шприц-аплікатор №1,2,"61001, м.Харків, вул.Юріївська,17",Харківська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",2,"61001, м.Харків, вул.Юріївська,17",Харківська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-91, м. Вінниця, вул. Волошкова, 9",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-124 м. Вінниця, Олега Антонова, 13-В, корп.2, прим.99",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Ф-23 м. Вінниця, вул. Ватутіна, 35",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"м.Вінниця,вул.Київська ,буд.№ 6",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"м.Вінниця, пр-т Коцюбинського, 37, прим.50",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Кіровоградська обл., смт Устинівка, вул.Ювілейна, 14,Аптека №5 ""Берегиня""",Кіровоградська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., м.Кривий Ріг, вул.Водоп'янова, 4, прим.1",Дніпропетровська
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"Дніпропетровська обл., м.Дніпро, вул.Калинова, 3",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Дніпропетровська обл., м.Дніпро, пр-т Івана Мазепи, 34",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"!60! м.Дніпро, вул.Калинова, 82-Б, частина прим.5",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Дніпро, провул.Вільний, 3",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",3,"м.Дніпро, вул.Шевченко, 9, прим.5 (Аптека №2)",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Дніпро, вул.20-річчя Перемоги, 22 (Аптека №1)",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Дніпро, вул.Робоча, 152, секція 3, прим.1 Аптека №1)",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Дніпро, пр-т Героїв, 17, прим.226 (Аптека №4)",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Дніпро, вул.Боброва, 1, прим.102 (Аптека №3)",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"смт.Гвардійське, вул.Гагаріна,13   Аптека №4",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Павлоград, вул.Соборна,97А   Аптека №11",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"с.Пішанка, вул.Центральна,57А   Аптека №7",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Новомосковськ, вул.Сучкова,21   Аптека №15",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"!287! Дніпропетровська обл., смт Слобожанське, вул.Теплична, 31, прим.114",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"!10! Дніпропетровська обл., м.Новомосковськ, вул.Гетьманська, 40-А",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Полтавська обл., м.Кременчук, пр-т Лесі Українки,57",Полтавська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Полтавська обл., м.Кременчук, вул.Київська, 1/49",Полтавська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"!96! Дніпропетровська обл., м.Кам'янське, пр-т Т.Шевченка, 24/30",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"!23! Полтавська обл., м.Кременчук, вул.Академіка Маслова, 24",Полтавська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"!180! Кіровоградська обл., м.Олександрія, вул.Студентська, 46",Кіровоградська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Чернівці, вул.Московської Олімпіади, 6-Б",Чернівецька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,1,"Апт. пункт №3 ((Аптеки №106) м.Чернівці вул.Героїв Майдану,,230,ОКУ""ЧОККД""",Чернівецька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Чернівецька обл., м.Заставна, вул.Бажанського, 8 Б",Чернівецька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Івано-Франківська обл., м.Надвірна, вул.Грушевського, 11",Івано-Франківська
Брилінта таб. в/о 60мг №56 (14х4) бліст.,5,"Закарпатська область, м. Хуст, вул. Небесної Сотні, 122-124/28",Закарпатська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Івано-Франківськ, вул.Федьковича, 7-Б",Івано-Франківська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",9,"м.Івано-Франківськ, вул.Галицька, 112 Д",Івано-Франківська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Івано-Франківськ, вул.Вовчинецька,28",Івано-Франківська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Івано-Франківськ, вул.Привокзальна, 9",Івано-Франківська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Івано-Франківськ, вул.Січових Стрільців, 26",Івано-Франківська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Івано-Франківськ, вул.Галицька, 139а",Івано-Франківська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Івано-Франківська обл., м.Коломия, пр-т Грушевського, 82, прим.№2",Івано-Франківська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Івано-Франківська обл., Коломийський р-н, с.Нижній Вербіж, вул.Українська, 1К Аптека №1 ""Аскорбінка""",Івано-Франківська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Івано-Франківська обл., м.Коломия, пр-т Грушевського, 82, прим.№2",Івано-Франківська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",1,"Івано-Франківська обл., Косівський р-н, с.Пістинь, вул. 30 років Перемоги, 19",Івано-Франківська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"смт Муровані Курилівці, вул.Комарова, 1/131",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Одеса, вул.Ріхтера Святослава, 148",Одеська
Крестор таб. в/о 10мг №28 (14х2) бліст.,10,"ул. Люстдорфская дорога 69-А, г. Одесса",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"А19 м.Одеса, пр-т Добровольського, 128",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Одеса, вул.Ріхтера Святослава, 148",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Одеська обл., Білгород-Дністровський р-н, с.Випасне, вул.Кишинівська, 199",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Одеська обл., Білгород-Дністровський р-н, с.Випасне, вул.Кишинівська, 199",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Одеська обл., м.Южне, пр-т Григорівського десанту,30/16-Е",Одеська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Одеська обл., Савранський район, смт Саврань, вул.Центральна, 60",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Черкаська обл., м.Золотоноша, вул.Лікарняна, 2, КНП ""Золотоніська багатопрофільна лікарня"" Золотоніської міської ради",Черкаська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Львівська обл., Золочівський р-н, м.Буськ, вул.Львівська, 4",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Тернопіль, вул.Текстильна, 28ч",Тернопільська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Кавалерідзе, 2, кв.1",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Стрийська, 45",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Кавалерідзе, 2, кв.1",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Львів, пр-т Чорновола (вулиця 700-річчя Львова), 16 ""і""",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Львів , вул.Повітряна,99, КНП ""3-я міська поліклініка м. Львова"" 1-ий поверх",Львівська
Беталок Зок таб. в/о 100мг №30,2,"Львівська обл., Львівський р-н с.Сокільники, вул.Стрийська, 20 аптека ",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, вул.Кульпарківська, 226-А",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Львів, смт Брюховичі, вул.Сухомлинського, 8",Львівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"Ф-12 м. Вінниця, вул. Київська, 68-а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Хмельницький, вул.Кам'янецька, 82",Хмельницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Аптека №1 м. Хмельницький, вул.Тернопільська, буд.34",Хмельницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Львівська обл., Золочівський р-н, м.Золочів, вул.Бандери С., 6",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Львівська обл., м.Золочів, вул.Ст.Бандери, 3",Львівська
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"м.Київ, вул.Глушкова академіка, 13-Б Аптека №19",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Саксаганського, 106/11",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Київ, вул.Бальзака Оноре де, 94",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Київ, площа Вокзальна, 1 Аптека №43",
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"м.Київ, пр-т Повітрофлотський, 56А",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"м.Київ, вул.Амосова, 4 Аптека №4 ""1 соціальна аптека""",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Київ, вул.Богатирська, 30-А Аптека №21",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"м.Київ, б-р Дружби Народів, 25-А  Аптека №20 ""1 соціальна аптека""",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Маршала Тимошенко, 18 Аптека №12",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Чавдар Єлизавети, 13, прим.373",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Київ, вул.Бальзака Оноре де, 94",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Київ Маяковського Володимира,85",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Київ, пр-т Миколи Бажана, 3 ""Г""",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Святошинська, 3",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, пр.Академіка Палладіна, 7",
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"м.Київ, пр-т Академіка Палладіна, 7 Г",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, пр-т Науки, 4, літера А",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Івана Кавалерідзе, 1А",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Здолбунівська, 7Г",
Крестор таб. в/о 5мг №28 (14х2) бліст.,3,"м.Київ, вул.Малишка Андрія, 1,  Аптека №1",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м. Київ, вул. Бориспільська, 25-А, прим. 124",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"м.Київ, вул.Святошинська, 3",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-102 м. Вінниця, вул. Пирогова, 112-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Чернігівська обл., Ніжинський р-н, смт Лосинівка, вул.Кірова, 2д, Аптека №1",Чернігівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., смт Козелець, вул.Соборності, 53",Чернігівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Чернігівська обл., м.Ніжин, вул.Московська, 15-Б, Аптека №1 ""Аптека нашого міста""",Чернігівська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Бровари, вул.Гагаріна, 9, прим.53",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Аптека №6 ""Медея""   Київська обл., м.Бровари, бул.Незалежності, 6 1409,6",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Аптека №2 ""ФАРМА NOVA""  Київська обл., м.Бровари, вул.Красовського, 25/1 1409,2",Київська
Золадекс капс. 3.6мг шприц-аплікатор №1,2,"Київська обл., Києво-Святошинський р-н, с.Софіївська Борщагівка, вул.Соборна, 53-Д,	Аптека №2",Київська
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,2,"Київська обл., Києво-Святошинський р-н, с.Софіївська Борщагівка, вул.Соборна, 53-Д,	Аптека №2",Київська
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"вул. Боярська, 4Б, с.Віта-Почтова, Києво-Святошинський р-н, Київська обл.",Київська
Крестор таб. в/о 5мг №28 (14х2) бліст.,1,"вул. Боярська, 4Б, с.Віта-Почтова, Києво-Святошинський р-н, Київська обл.",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., Бучанський р-н, с.Софіївська Борщагівка, пр-т Героїв Небесної Сотні, 16/3, прим.1,	А",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., Києво-Святошинський р-н, с.Крюківщина, вул.Одеська, 20 Аптека №50",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Київська обл., Києво-Святошинський р-н, м.Боярка, вул.Білогородська, 51, корп.5, офіс 9, Аптека №1",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Київська обл., Києво-Святошинський р-н с. Софіївська Борщагівка вул.Павла Чубинського 8 В прим.546",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Київська обл., Києво-Святошинський р-н с. Софіївська Борщагівка вул.Павла Чубинського 8 В прим.546",Київська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",2,"КФ А-96 Житомирська обл., смт Черняхів, вул.Володимирська, 3",Житомирська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КФ А-24 Житомирська обл., Хорошівський р-н, смт Нова Борова, вул.Паркова, 12",Житомирська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Житомир, вул.Покровська, 63 Аптека №13",Житомирська
Крестор таб. в/о 10мг №28 (14х2) бліст.,2,"10014, м. Житомир, майдан Соборний,4 Аптека 127",Житомирська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ап.пункт №6   Житомирський р-н, с.Станишівка, шосе Сквирське, 6, КУ ""Житомирська обласна дитяча клінічна лікарня"" Житомирської обл Ради  ",Житомирська
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"Київська обл., Бородянський р-н, смт Пісківка, вул.Філіпова, 19",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Житомир. обл. м. Коростишів,  вул.Небесної сотні,56 до 20.00",Житомирська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"КФ А-63 м.Тульчин, вул. Леонтовича, 96а",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КА-71 с.Ободівка, вул.Криворучка, 1А",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,1,"КФ А-90 м.Тульчин, вул.Леонтовича, 33, прим.3",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Вінницька обл., м.Тульчин, вул.Миколи Леонтовича, 35, прим.2",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"КА-69 м. Бершадь, вул. Героїв України, 7, прим.22",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"Вінницька обл., м.Гайсин, вул.1 Травня, 34",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Вінницька обл., м.Тульчин, вул.Миколи Леонтовича, 35, прим.2",Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,1,"м. Козятин, вул. П.Орлика, 22",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,1,"м. Козятин, вул. П.Орлика, 22",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,Вінницька обл Шаргородський район с.Рахни Лісові аптека 1,Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,Вінницька обл Шаргородський район с.Рахни Лісові аптека 1,Вінницька
Брилінта таб. п/о 90мг №56 (14х4) бліст.,1,"смт Піщанка, вул. Центральна, 42",Вінницька
Комбогліза XR таб. в/о 5мг/1000мг №28 (7х4)бліст,2,"смт Піщанка, вул. Центральна, 42",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Вінницька обл., Вінницький р-н, смт Сутиски, вул.Гагаріна, 6/71",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КФ А-88 смт Крижопіль, вул. Героїв України, 51",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КФ А-8 смт Крижопіль, Д.Нечая, 10",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КФ А-9 смт Крижопіль, Д.Нечая, 13",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КФ А-9 смт Крижопіль, Д.Нечая, 13",Вінницька
Беталок Зок таб. в/о 50мг №30,1,"смт Томашпіль, вул. Кирила Стеценка, 5",Вінницька
Беталок Зок таб. в/о 50мг №30,1,"м. Вінниця, вул. Хмельницьке шосе, 75",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Вінниця, пр-т Юності, 18 ",Вінницька
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",5,"Ф-103 м. Вінниця, вул. Хмельницьке шосе, 96-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Вінниця, пр-т Юності, 18 ",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-128, м. Вінниця, вул. Павла Алепського, 1-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"Ф-26 м. Вінниця, вул. Зодчих, 16",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-105 м. Вінниця, вул. Пирогова, 46а",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Вінниця, вул.Зодчих, 2",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-101 м. Вінниця, вул. Соборна, 84",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-17 м. Вінниця, вул. Нечая Д., 164-А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Ф-78. Вінниця, вул. Липовецька, 6А",Вінницька
Форксіга таб. в/о 10мг №30 (10х3) бліст.,5,"Ф-41 м. Вінниця, вул. Чехова, 8А",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"Ф-124 м. Вінниця, Олега Антонова, 13-В, корп.2, прим.99",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Вінниця, вул.Київська, 27",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., м.Кривий Ріг, вул.Лермонтова, 37",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Дніпропетровська обл., м.Дніпро, пр-т Івана Мазепи, 34",
Беталок Зок таб. в/о 25мг №14,1,"м.Дніпро, вул.Кам'янська, 40, прим.1а (Аптека №5)",
Беталок Зок таб. в/о 100мг №30,3,"м.Дніпро, Донецьке шосе, 3, прим.43 (Аптека №2)",
Беталок Зок таб. в/о 25мг №14,1,"м.Дніпро, пр-т Героїв, 11к, прим.1 (Аптека №3)",
Беталок Зок таб. в/о 100мг №30,1,"м.Дніпро, вул.Калинова, 11-б, прим.2 (Аптека №1)",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"!003! Дніпропетровська обл., м.Новомосковськ, вул.Білої З., 2",Дніпропетровська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Полтавська обл., м.Кременчук, вул.Київська, 1/49",Полтавська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"!23! Полтавська обл., м.Кременчук, вул.Академіка Маслова, 24",Полтавська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Одеська обл., Великомихайлівський р-н, с.Новопетрівка, вул.Центральна, 68,Аптека №1",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Одеса, вул.Грушевського Михайла, 39/4, прим.№2",Одеська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Одеса, вул.Ріхтера Святослава, 148",Одеська
